ID,text,image,label,class
4439,neutral,positive,positive,2
4440,negative,neutral,negative,0
4441,negative,neutral,negative,0
4442,neutral,negative,negative,0
4443,neutral,positive,positive,2
4444,positive,positive,positive,2
4445,neutral,neutral,neutral,1
4446,neutral,negative,negative,0
4447,positive,neutral,positive,2
4449,neutral,negative,negative,0
4450,neutral,neutral,neutral,1
4451,neutral,positive,positive,2
4452,negative,negative,negative,0
4454,neutral,positive,positive,2
4456,neutral,negative,negative,0
4457,neutral,negative,negative,0
4458,neutral,negative,negative,0
4459,neutral,positive,positive,2
4460,neutral,positive,positive,2
4461,neutral,neutral,neutral,1
4462,neutral,neutral,neutral,1
4463,neutral,neutral,neutral,1
4464,neutral,negative,negative,0
4465,neutral,negative,negative,0
4466,positive,neutral,positive,2
4467,neutral,negative,negative,0
4468,neutral,neutral,neutral,1
4469,neutral,negative,negative,0
4470,neutral,negative,negative,0
4471,neutral,negative,negative,0
4472,neutral,negative,negative,0
4473,neutral,positive,positive,2
4474,neutral,negative,negative,0
4475,positive,positive,positive,2
4476,negative,neutral,negative,0
4477,neutral,positive,positive,2
4478,negative,negative,negative,0
4479,neutral,positive,positive,2
4480,negative,negative,negative,0
4481,neutral,positive,positive,2
4482,neutral,positive,positive,2
4483,neutral,positive,positive,2
4484,neutral,positive,positive,2
4485,positive,positive,positive,2
4486,neutral,positive,positive,2
4487,neutral,negative,negative,0
4488,neutral,negative,negative,0
4489,positive,positive,positive,2
4490,positive,positive,positive,2
4491,positive,positive,positive,2
4492,positive,positive,positive,2
4493,positive,positive,positive,2
4494,negative,negative,negative,0
4495,positive,positive,positive,2
4496,neutral,positive,positive,2
4497,neutral,positive,positive,2
4498,neutral,positive,positive,2
4499,neutral,positive,positive,2
4500,neutral,negative,negative,0
4501,positive,positive,positive,2
4502,neutral,neutral,neutral,1
4503,positive,positive,positive,2
4504,positive,positive,positive,2
4505,positive,positive,positive,2
4506,positive,positive,positive,2
4507,neutral,neutral,neutral,1
4508,positive,positive,positive,2
4509,positive,neutral,positive,2
4510,positive,positive,positive,2
4511,positive,positive,positive,2
4512,positive,positive,positive,2
4513,positive,positive,positive,2
4514,neutral,negative,negative,0
4515,neutral,neutral,neutral,1
4516,positive,positive,positive,2
4517,neutral,negative,negative,0
4518,positive,positive,positive,2
4519,positive,positive,positive,2
4520,positive,positive,positive,2
4521,positive,neutral,positive,2
4522,negative,neutral,negative,0
4523,negative,neutral,negative,0
4524,neutral,neutral,neutral,1
4525,neutral,negative,negative,0
4526,positive,neutral,positive,2
4527,positive,neutral,positive,2
4528,positive,positive,positive,2
4529,neutral,positive,positive,2
4530,neutral,positive,positive,2
4531,positive,positive,positive,2
4533,negative,neutral,negative,0
4534,positive,positive,positive,2
4535,negative,negative,negative,0
4536,positive,neutral,positive,2
4537,neutral,neutral,neutral,1
4538,neutral,positive,positive,2
4540,positive,positive,positive,2
4541,neutral,positive,positive,2
4542,negative,negative,negative,0
4543,negative,negative,negative,0
4544,negative,negative,negative,0
4545,neutral,neutral,neutral,1
4546,neutral,positive,positive,2
4547,positive,positive,positive,2
4548,neutral,positive,positive,2
4549,positive,positive,positive,2
4550,positive,positive,positive,2
4551,neutral,negative,negative,0
4552,positive,positive,positive,2
4553,positive,positive,positive,2
4554,positive,positive,positive,2
4555,neutral,negative,negative,0
4556,neutral,positive,positive,2
4558,neutral,neutral,neutral,1
4559,positive,positive,positive,2
4560,neutral,positive,positive,2
4561,neutral,positive,positive,2
4562,negative,negative,negative,0
4563,neutral,neutral,neutral,1
4564,positive,neutral,positive,2
4565,positive,positive,positive,2
4566,neutral,neutral,neutral,1
4567,positive,positive,positive,2
4568,positive,positive,positive,2
4569,negative,neutral,negative,0
4570,neutral,negative,negative,0
4571,negative,negative,negative,0
4572,neutral,positive,positive,2
4573,positive,positive,positive,2
4574,positive,positive,positive,2
4575,positive,positive,positive,2
4576,positive,positive,positive,2
4577,positive,neutral,positive,2
4578,positive,neutral,positive,2
4579,positive,positive,positive,2
4580,positive,neutral,positive,2
4581,positive,positive,positive,2
4582,positive,positive,positive,2
4583,positive,positive,positive,2
4584,negative,negative,negative,0
4585,neutral,negative,negative,0
4586,positive,positive,positive,2
4587,neutral,negative,negative,0
4588,neutral,positive,positive,2
4589,neutral,positive,positive,2
4590,positive,positive,positive,2
4591,positive,positive,positive,2
4592,neutral,negative,negative,0
4593,negative,neutral,negative,0
4594,positive,positive,positive,2
4595,positive,positive,positive,2
4596,negative,negative,negative,0
4597,negative,neutral,negative,0
4598,neutral,negative,negative,0
4599,neutral,neutral,neutral,1
4600,neutral,positive,positive,2
4601,neutral,negative,negative,0
4602,negative,negative,negative,0
4603,neutral,positive,positive,2
4604,neutral,positive,positive,2
4605,neutral,positive,positive,2
4606,negative,negative,negative,0
4607,neutral,positive,positive,2
4608,positive,positive,positive,2
4609,positive,positive,positive,2
4610,positive,positive,positive,2
4611,positive,positive,positive,2
4612,neutral,negative,negative,0
4613,positive,positive,positive,2
4614,positive,neutral,positive,2
4615,positive,positive,positive,2
4616,positive,neutral,positive,2
4617,positive,positive,positive,2
4618,positive,positive,positive,2
4619,neutral,positive,positive,2
4620,positive,positive,positive,2
4621,positive,positive,positive,2
4622,negative,negative,negative,0
4623,neutral,negative,negative,0
4624,negative,negative,negative,0
4625,neutral,neutral,neutral,1
4626,neutral,positive,positive,2
4627,neutral,negative,negative,0
4628,neutral,positive,positive,2
4629,neutral,negative,negative,0
4630,neutral,neutral,neutral,1
4631,neutral,positive,positive,2
4632,neutral,negative,negative,0
4633,positive,positive,positive,2
4634,neutral,positive,positive,2
4635,neutral,neutral,neutral,1
4636,neutral,positive,positive,2
4637,neutral,positive,positive,2
4638,positive,neutral,positive,2
4639,negative,negative,negative,0
4640,neutral,negative,negative,0
4641,neutral,positive,positive,2
4642,neutral,positive,positive,2
4643,positive,positive,positive,2
4644,negative,neutral,negative,0
4645,neutral,neutral,neutral,1
4646,negative,negative,negative,0
4647,negative,negative,negative,0
4648,neutral,positive,positive,2
4649,neutral,positive,positive,2
4650,neutral,neutral,neutral,1
4651,neutral,positive,positive,2
4652,negative,negative,negative,0
4653,neutral,negative,negative,0
4654,neutral,neutral,neutral,1
4655,neutral,positive,positive,2
4656,neutral,positive,positive,2
4657,neutral,neutral,neutral,1
4658,neutral,negative,negative,0
4659,neutral,positive,positive,2
4660,neutral,positive,positive,2
4661,positive,positive,positive,2
4662,neutral,neutral,neutral,1
4663,positive,positive,positive,2
4664,positive,positive,positive,2
4665,neutral,neutral,neutral,1
4666,positive,positive,positive,2
4667,neutral,positive,positive,2
4668,neutral,positive,positive,2
4669,neutral,neutral,neutral,1
4670,neutral,positive,positive,2
4671,neutral,neutral,neutral,1
4672,neutral,positive,positive,2
4674,neutral,positive,positive,2
4675,neutral,positive,positive,2
4676,positive,positive,positive,2
4677,positive,positive,positive,2
4678,positive,positive,positive,2
4679,neutral,positive,positive,2
4680,neutral,positive,positive,2
4681,neutral,positive,positive,2
4682,positive,positive,positive,2
4683,neutral,positive,positive,2
4684,positive,neutral,positive,2
4685,negative,neutral,negative,0
4686,negative,neutral,negative,0
4687,neutral,negative,negative,0
4688,neutral,negative,negative,0
4689,neutral,positive,positive,2
4690,neutral,positive,positive,2
4691,positive,positive,positive,2
4692,neutral,positive,positive,2
4693,negative,neutral,negative,0
4694,positive,positive,positive,2
4696,neutral,negative,negative,0
4697,neutral,positive,positive,2
4698,neutral,neutral,neutral,1
4699,positive,positive,positive,2
4700,negative,negative,negative,0
4701,neutral,positive,positive,2
4702,neutral,positive,positive,2
4704,positive,positive,positive,2
4705,negative,negative,negative,0
4706,positive,positive,positive,2
4707,neutral,neutral,neutral,1
4708,neutral,negative,negative,0
4709,neutral,positive,positive,2
4710,negative,neutral,negative,0
4711,negative,negative,negative,0
4712,negative,neutral,negative,0
4713,neutral,positive,positive,2
4714,neutral,positive,positive,2
4715,negative,negative,negative,0
4716,neutral,negative,negative,0
4717,neutral,negative,negative,0
4718,neutral,negative,negative,0
4719,neutral,negative,negative,0
4721,neutral,positive,positive,2
4722,neutral,positive,positive,2
4723,neutral,positive,positive,2
4724,positive,positive,positive,2
4725,neutral,positive,positive,2
4726,neutral,positive,positive,2
4727,neutral,positive,positive,2
4728,neutral,positive,positive,2
4729,neutral,positive,positive,2
4730,positive,positive,positive,2
4731,positive,positive,positive,2
4732,positive,positive,positive,2
4733,positive,neutral,positive,2
4734,neutral,positive,positive,2
4735,neutral,positive,positive,2
4736,neutral,positive,positive,2
4737,neutral,negative,negative,0
4738,neutral,negative,negative,0
4739,neutral,negative,negative,0
4740,neutral,positive,positive,2
4741,neutral,positive,positive,2
4742,neutral,positive,positive,2
4743,neutral,positive,positive,2
4744,neutral,positive,positive,2
4745,negative,neutral,negative,0
4746,neutral,negative,negative,0
4747,positive,positive,positive,2
4748,neutral,positive,positive,2
4749,positive,positive,positive,2
4750,neutral,neutral,neutral,1
4751,neutral,positive,positive,2
4752,neutral,positive,positive,2
4753,negative,neutral,negative,0
4754,neutral,positive,positive,2
4755,neutral,negative,negative,0
4756,neutral,negative,negative,0
4757,neutral,positive,positive,2
4758,neutral,positive,positive,2
4759,positive,positive,positive,2
4760,neutral,neutral,neutral,1
4761,neutral,positive,positive,2
4762,negative,negative,negative,0
4763,negative,negative,negative,0
4764,neutral,negative,negative,0
4765,neutral,neutral,neutral,1
4766,neutral,positive,positive,2
4767,positive,positive,positive,2
4768,neutral,positive,positive,2
4769,neutral,positive,positive,2
4770,positive,positive,positive,2
4771,positive,positive,positive,2
4772,positive,positive,positive,2
4773,positive,positive,positive,2
4774,positive,positive,positive,2
4775,positive,positive,positive,2
4776,positive,positive,positive,2
4777,positive,positive,positive,2
4778,positive,positive,positive,2
4779,positive,positive,positive,2
4780,positive,positive,positive,2
4781,negative,negative,negative,0
4782,positive,positive,positive,2
4783,positive,positive,positive,2
4784,neutral,neutral,neutral,1
4785,positive,positive,positive,2
4786,positive,positive,positive,2
4787,positive,positive,positive,2
4788,positive,positive,positive,2
4789,positive,positive,positive,2
4790,neutral,positive,positive,2
4791,positive,positive,positive,2
4792,neutral,positive,positive,2
4793,positive,positive,positive,2
4794,negative,negative,negative,0
4795,neutral,positive,positive,2
4796,neutral,neutral,neutral,1
4797,negative,negative,negative,0
4798,neutral,neutral,neutral,1
4799,neutral,neutral,neutral,1
4800,neutral,positive,positive,2
4801,positive,positive,positive,2
4802,negative,negative,negative,0
4803,positive,neutral,positive,2
4805,neutral,positive,positive,2
4806,positive,neutral,positive,2
4807,neutral,positive,positive,2
4808,neutral,positive,positive,2
4809,positive,positive,positive,2
4810,positive,positive,positive,2
4811,positive,positive,positive,2
4812,neutral,neutral,neutral,1
4813,neutral,neutral,neutral,1
4814,negative,negative,negative,0
4815,neutral,negative,negative,0
4816,neutral,negative,negative,0
4817,positive,positive,positive,2
4818,negative,negative,negative,0
4819,neutral,negative,negative,0
4820,negative,negative,negative,0
4821,neutral,positive,positive,2
4822,neutral,positive,positive,2
4823,neutral,negative,negative,0
4824,neutral,negative,negative,0
4826,negative,neutral,negative,0
4827,negative,neutral,negative,0
4828,neutral,positive,positive,2
4829,neutral,negative,negative,0
4830,neutral,negative,negative,0
4831,neutral,negative,negative,0
4833,neutral,positive,positive,2
4834,negative,negative,negative,0
4835,positive,neutral,positive,2
4836,negative,negative,negative,0
4837,positive,positive,positive,2
4840,negative,neutral,negative,0
4841,negative,neutral,negative,0
4843,negative,negative,negative,0
4847,negative,negative,negative,0
4848,negative,negative,negative,0
4849,neutral,negative,negative,0
4850,negative,negative,negative,0
4851,neutral,negative,negative,0
4852,negative,neutral,negative,0
4853,negative,negative,negative,0
4854,negative,negative,negative,0
4855,negative,negative,negative,0
4856,negative,neutral,negative,0
4858,neutral,negative,negative,0
4859,positive,positive,positive,2
4860,neutral,positive,positive,2
4861,positive,positive,positive,2
4862,neutral,positive,positive,2
4863,neutral,neutral,neutral,1
4864,neutral,positive,positive,2
4865,positive,positive,positive,2
4866,negative,negative,negative,0
4867,neutral,positive,positive,2
4868,neutral,positive,positive,2
4869,positive,positive,positive,2
4871,positive,neutral,positive,2
4872,neutral,positive,positive,2
4873,neutral,negative,negative,0
4874,negative,negative,negative,0
4875,neutral,positive,positive,2
4876,neutral,negative,negative,0
4877,positive,positive,positive,2
4878,neutral,negative,negative,0
4879,positive,positive,positive,2
4880,neutral,negative,negative,0
4881,positive,neutral,positive,2
4882,neutral,positive,positive,2
4883,neutral,positive,positive,2
4884,negative,neutral,negative,0
4885,negative,negative,negative,0
4886,positive,positive,positive,2
4887,negative,negative,negative,0
4888,neutral,negative,negative,0
4889,neutral,positive,positive,2
4890,neutral,positive,positive,2
4891,neutral,positive,positive,2
4892,neutral,negative,negative,0
4893,positive,positive,positive,2
4894,positive,positive,positive,2
4895,positive,neutral,positive,2
4896,neutral,negative,negative,0
4897,positive,neutral,positive,2
4898,neutral,negative,negative,0
4899,positive,positive,positive,2
4901,negative,neutral,negative,0
4902,negative,negative,negative,0
4903,negative,negative,negative,0
4905,negative,neutral,negative,0
4906,positive,positive,positive,2
4908,negative,negative,negative,0
4909,neutral,positive,positive,2
4910,neutral,positive,positive,2
4911,neutral,neutral,neutral,1
4912,neutral,positive,positive,2
4913,neutral,positive,positive,2
4914,neutral,positive,positive,2
4915,negative,negative,negative,0
4916,negative,negative,negative,0
4917,neutral,negative,negative,0
4918,negative,neutral,negative,0
4919,negative,negative,negative,0
4920,neutral,positive,positive,2
4921,neutral,negative,negative,0
4922,positive,neutral,positive,2
4923,neutral,negative,negative,0
4924,neutral,negative,negative,0
4925,neutral,neutral,neutral,1
4926,neutral,positive,positive,2
4927,positive,positive,positive,2
4928,positive,positive,positive,2
4929,neutral,negative,negative,0
4930,neutral,positive,positive,2
4931,positive,positive,positive,2
4932,neutral,neutral,neutral,1
4933,negative,neutral,negative,0
4934,neutral,positive,positive,2
4935,neutral,positive,positive,2
4936,neutral,positive,positive,2
4937,neutral,positive,positive,2
4938,neutral,negative,negative,0
4939,neutral,negative,negative,0
4940,neutral,positive,positive,2
4941,positive,positive,positive,2
4942,neutral,positive,positive,2
4943,neutral,negative,negative,0
4944,negative,neutral,negative,0
4945,neutral,positive,positive,2
4946,neutral,positive,positive,2
4947,neutral,negative,negative,0
4948,negative,negative,negative,0
4949,neutral,negative,negative,0
4950,positive,positive,positive,2
4951,positive,positive,positive,2
4952,positive,neutral,positive,2
4953,neutral,positive,positive,2
4954,neutral,positive,positive,2
4955,neutral,positive,positive,2
4956,neutral,positive,positive,2
4957,neutral,positive,positive,2
4958,neutral,negative,negative,0
4959,neutral,positive,positive,2
4960,neutral,positive,positive,2
4961,neutral,positive,positive,2
4962,neutral,positive,positive,2
4963,neutral,positive,positive,2
4964,neutral,positive,positive,2
4965,neutral,positive,positive,2
4966,neutral,negative,negative,0
4967,neutral,positive,positive,2
4968,neutral,positive,positive,2
4969,neutral,positive,positive,2
4970,neutral,positive,positive,2
4971,neutral,positive,positive,2
4972,neutral,positive,positive,2
4973,neutral,positive,positive,2
4974,negative,negative,negative,0
4975,neutral,positive,positive,2
4976,positive,positive,positive,2
4977,neutral,negative,negative,0
4978,positive,positive,positive,2
4979,neutral,positive,positive,2
4980,neutral,negative,negative,0
4981,neutral,negative,negative,0
4982,negative,negative,negative,0
4987,neutral,positive,positive,2
4988,neutral,positive,positive,2
4989,negative,negative,negative,0
4991,positive,positive,positive,2
4992,positive,positive,positive,2
4993,neutral,positive,positive,2
4994,neutral,negative,negative,0
4996,neutral,positive,positive,2
4997,neutral,positive,positive,2
4998,neutral,positive,positive,2
4999,positive,positive,positive,2
5000,neutral,negative,negative,0
5001,neutral,negative,negative,0
5002,negative,negative,negative,0
5003,negative,neutral,negative,0
5004,negative,negative,negative,0
5005,negative,negative,negative,0
5006,positive,positive,positive,2
5008,positive,positive,positive,2
5009,positive,positive,positive,2
5010,positive,positive,positive,2
5011,positive,neutral,positive,2
5012,positive,neutral,positive,2
5013,positive,neutral,positive,2
5014,positive,positive,positive,2
5015,positive,neutral,positive,2
5016,positive,positive,positive,2
5017,positive,positive,positive,2
5018,neutral,positive,positive,2
5019,negative,neutral,negative,0
5020,neutral,positive,positive,2
5021,neutral,positive,positive,2
5022,negative,negative,negative,0
5023,positive,positive,positive,2
5024,positive,positive,positive,2
5025,neutral,negative,negative,0
5026,neutral,positive,positive,2
5027,neutral,positive,positive,2
5028,neutral,neutral,neutral,1
5029,positive,positive,positive,2
5030,positive,positive,positive,2
5031,positive,positive,positive,2
5032,positive,positive,positive,2
5033,positive,positive,positive,2
5035,positive,neutral,positive,2
5036,positive,positive,positive,2
5037,neutral,positive,positive,2
5038,positive,positive,positive,2
5039,neutral,positive,positive,2
5040,positive,positive,positive,2
5041,positive,positive,positive,2
5042,neutral,positive,positive,2
5043,neutral,neutral,neutral,1
5044,neutral,positive,positive,2
5045,neutral,positive,positive,2
5047,positive,positive,positive,2
5048,neutral,positive,positive,2
5049,negative,neutral,negative,0
5050,neutral,positive,positive,2
5051,neutral,positive,positive,2
5052,neutral,positive,positive,2
5053,negative,neutral,negative,0
5054,positive,positive,positive,2
5055,neutral,negative,negative,0
5056,positive,positive,positive,2
5057,positive,positive,positive,2
5058,neutral,negative,negative,0
5059,neutral,positive,positive,2
5060,neutral,positive,positive,2
5062,negative,negative,negative,0
5063,positive,neutral,positive,2
5064,negative,neutral,negative,0
5065,positive,neutral,positive,2
5067,negative,neutral,negative,0
5068,negative,neutral,negative,0
5069,positive,neutral,positive,2
5070,negative,neutral,negative,0
5071,neutral,neutral,neutral,1
5072,neutral,negative,negative,0
5073,negative,neutral,negative,0
5074,neutral,negative,negative,0
5075,negative,negative,negative,0
5076,negative,negative,negative,0
5077,negative,negative,negative,0
5078,neutral,negative,negative,0
5079,neutral,positive,positive,2
5080,neutral,positive,positive,2
5081,negative,negative,negative,0
5082,negative,negative,negative,0
5083,negative,negative,negative,0
5084,positive,positive,positive,2
5085,neutral,positive,positive,2
5086,neutral,negative,negative,0
5087,neutral,negative,negative,0
5088,neutral,positive,positive,2
5089,negative,negative,negative,0
5090,positive,positive,positive,2
5091,neutral,positive,positive,2
5092,neutral,negative,negative,0
5093,neutral,positive,positive,2
5094,negative,neutral,negative,0
5095,neutral,positive,positive,2
5096,neutral,negative,negative,0
5097,neutral,positive,positive,2
5099,neutral,positive,positive,2
5100,neutral,positive,positive,2
5102,positive,neutral,positive,2
5103,positive,positive,positive,2
5104,positive,neutral,positive,2
5105,negative,negative,negative,0
5106,negative,negative,negative,0
5108,neutral,negative,negative,0
5109,neutral,positive,positive,2
5110,neutral,negative,negative,0
5111,positive,positive,positive,2
5112,negative,negative,negative,0
5113,neutral,negative,negative,0
5114,neutral,positive,positive,2
5116,negative,negative,negative,0
5117,neutral,negative,negative,0
5118,positive,positive,positive,2
5119,neutral,positive,positive,2
5120,neutral,positive,positive,2
5121,neutral,positive,positive,2
5122,positive,neutral,positive,2
5123,negative,negative,negative,0
5124,neutral,negative,negative,0
5125,neutral,positive,positive,2
5126,positive,neutral,positive,2
5127,positive,positive,positive,2
5128,neutral,positive,positive,2
5129,positive,positive,positive,2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
